Name,Performance_CrdY,Performance_CrdR,Performance_2CrdY,Performance_Fls,Performance_Off,Performance_PKcon,Performance_OG,Err
Yerson Mosquera,7.0,0.0,1.0,40.0,0.0,1.0,0.0,1.0
Ylber Ramadani,34.0,0.0,0.0,122.0,1.0,1.0,0.0,1.0
Yoane Wissa,32.0,3.0,1.0,181.0,106.0,0.0,0.0,0.0
Yoann Salmier,33.0,2.0,0.0,234.0,9.0,7.0,2.0,1.0
Yohann Magnin,21.0,0.0,0.0,192.0,11.0,3.0,0.0,2.0
Yorbe Vertessen,2.0,0.0,0.0,33.0,8.0,0.0,0.0,0.0
Youcef Atal,27.0,1.0,1.0,127.0,27.0,2.0,0.0,1.0
Youri Tielemans,42.0,0.0,0.0,268.0,2.0,4.0,0.0,7.0
Youssef Chermiti,7.0,0.0,0.0,40.0,15.0,0.0,0.0,0.0
Youssef En-Nesyri,25.0,1.0,1.0,186.0,154.0,0.0,1.0,1.0
Youssef Maleh,39.0,1.0,0.0,189.0,7.0,2.0,0.0,0.0
Youssef Maziz,13.0,0.0,0.0,63.0,4.0,0.0,0.0,0.0
Youssouf Ndayishimiye,23.0,1.0,0.0,98.0,2.0,0.0,1.0,2.0
Youssouf Sabaly,32.0,1.0,0.0,281.0,10.0,1.0,0.0,4.0
Youssoufa Moukoko,10.0,0.0,0.0,29.0,17.0,0.0,0.0,0.0
Yoël Armougom,14.0,1.0,1.0,92.0,6.0,3.0,0.0,1.0
Yunis Abdelhamid,56.0,5.0,0.0,315.0,5.0,5.0,2.0,4.0
Yunus Emre Konak,2.0,0.0,0.0,28.0,1.0,0.0,0.0,0.0
Yunus Musah,22.0,1.0,0.0,112.0,8.0,1.0,0.0,4.0
Yuri Berchiche,82.0,3.0,1.0,276.0,22.0,6.0,1.0,2.0
Yussuf Poulsen,29.0,1.0,0.0,405.0,70.0,0.0,0.0,0.0
Yusuf Yazıcı,37.0,3.0,1.0,226.0,36.0,0.0,0.0,1.0
Yvandro Borges Sanches,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
Yves Bissouma,51.0,4.0,1.0,266.0,8.0,1.0,0.0,6.0
Zak Sturge,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Zakaria Aboukhlal,14.0,0.0,0.0,130.0,55.0,1.0,1.0,0.0
Zeki Amdouni,8.0,0.0,0.0,68.0,10.0,0.0,0.0,0.0
Zeki Çelik,35.0,2.0,1.0,233.0,12.0,4.0,2.0,5.0
Zito Luvumbo,9.0,0.0,0.0,43.0,17.0,0.0,0.0,0.0
Álex Berenguer,42.0,2.0,0.0,337.0,79.0,1.0,0.0,0.0
Álex Centelles,13.0,1.0,0.0,33.0,1.0,1.0,0.0,0.0
Álex Fernández,34.0,1.0,0.0,182.0,8.0,0.0,0.0,0.0
Álex Grimaldo,30.0,1.0,0.0,128.0,27.0,1.0,0.0,2.0
Álex Moreno,34.0,2.0,0.0,300.0,21.0,4.0,2.0,6.0
Álex Suárez,21.0,1.0,0.0,118.0,10.0,3.0,2.0,0.0
Álvaro Carreras,21.0,2.0,1.0,10.0,1.0,0.0,0.0,1.0
Álvaro Lemos,55.0,3.0,3.0,233.0,7.0,4.0,2.0,2.0
Álvaro Morata,69.0,5.0,2.0,435.0,220.0,1.0,0.0,0.0
Álvaro Negredo,53.0,5.0,1.0,459.0,69.0,2.0,1.0,0.0
Álvaro Odriozola,12.0,3.0,2.0,68.0,16.0,3.0,0.0,4.0
Ângelo Borges,1.0,0.0,0.0,12.0,2.0,0.0,0.0,0.0
Çağlar Söyüncü,26.0,4.0,1.0,167.0,10.0,8.0,0.0,8.0
Éder Militão,16.0,1.0,0.0,164.0,7.0,2.0,0.0,7.0
Éderson,18.0,0.0,0.0,99.0,1.0,1.0,0.0,1.0
Édgar González,43.0,3.0,3.0,161.0,7.0,5.0,0.0,3.0
Érik Lamela,60.0,2.0,2.0,447.0,22.0,1.0,0.0,0.0
Étienne Capoue,115.0,4.0,0.0,800.0,4.0,3.0,1.0,3.0
Óliver Torres,27.0,0.0,0.0,209.0,17.0,0.0,0.0,1.0
Óscar Melendo,9.0,0.0,0.0,73.0,2.0,1.0,0.0,1.0
Óscar Mingueza,13.0,0.0,0.0,74.0,4.0,3.0,0.0,6.0
Óscar Rodríguez Arnaiz,32.0,1.0,0.0,102.0,6.0,1.0,0.0,1.0
Óscar Trejo,122.0,8.0,3.0,835.0,33.0,1.0,0.0,2.0
Óscar Valentín,54.0,3.0,3.0,389.0,2.0,3.0,0.0,3.0
Óscar de Marcos,79.0,3.0,1.0,449.0,35.0,0.0,1.0,0.0
Þórir Jóhann Helgason,4.0,0.0,0.0,19.0,0.0,1.0,0.0,0.0
İlkay Gündoğan,33.0,0.0,0.0,279.0,17.0,1.0,0.0,2.0
